Title(BHK),location,Carpet Area(sqft),Floor No.,Total Floors,Transaction,Furnishing,facing,overlooking,Bathroom,Balcony,Parking Spaces,Parking Type
3,thane,1000,10,30,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,1,Covered
3,gurgaon,1296,2,4,New Property,Semi-Furnished,East,"Garden/Park, Main Road",3,2,2,Covered
3,bangalore,900,10,14,Resale,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
3,thane,1090,17,30,Resale,Semi-Furnished,East,"Garden/Park, Pool",3,0,2,Covered
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,new-delhi,1500,4,8,Resale,Furnished,East,"Garden/Park, Main Road",3,3,2,Open
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
3,gurgaon,1296,2,4,New Property,Semi-Furnished,East,"Garden/Park, Main Road",3,2,2,Covered
3,jaipur,1350,1,2,New Property,Semi-Furnished,East,Main Road,3,1,1,Covered
3,chandigarh,1550,5,12,New Property,Unfurnished,North - East,"Garden/Park, Pool, Main Road",3,3,1,"Covered,"
3,new-delhi,1500,4,8,Resale,Furnished,East,"Garden/Park, Main Road",3,3,2,Open
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
3,new-delhi,1400,4,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",2,4,1,"Covered,"
3,kolkata,2550,2,4,Resale,Semi-Furnished,East,Garden/Park,3,2,2,Covered
3,gurgaon,1600,3,10,New Property,Semi-Furnished,East,"Garden/Park, Main Road",4,2,1,"Covered,"
2,sonipat,1150,3,11,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",2,3,1,"Covered,"
3,gurgaon,1296,2,4,New Property,Semi-Furnished,East,"Garden/Park, Main Road",3,2,2,Covered
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
3,gurgaon,1470,4,4,New Property,Semi-Furnished,North - East,Garden/Park,3,3,1,Covered
2,new-delhi,850,1,4,Resale,Semi-Furnished,East,Main Road,2,2,2,Open
4,gurgaon,2358,1,4,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",4,2,2,"Covered,"
3,hyderabad,1830,16,26,New Property,Unfurnished,East,"Main Road, Garden/Park",3,1,2,Covered
4,gurgaon,2700,15,18,Resale,Unfurnished,East,"Garden/Park, Pool",5,2,2,Covered
3,new-delhi,1600,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
3,bangalore,900,10,14,Resale,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
2,new-delhi,440,3,3,Resale,Semi-Furnished,North,"Garden/Park, Main Road",1,1,1,Open
2,chennai,908,2,2,Resale,Semi-Furnished,South,Garden/Park,2,2,1,Covered
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
4,new-delhi,1950,8,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,hyderabad,1323,1,10,New Property,Unfurnished,East,"Garden/Park, Main Road",3,1,2,"Covered,"
3,gurgaon,1600,3,10,New Property,Semi-Furnished,East,"Garden/Park, Main Road",4,2,1,"Covered,"
4,chennai,1450,4,4,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,2,1,"Covered,"
3,new-delhi,1300,5,7,Resale,Semi-Furnished,East,Garden/Park,2,2,1,"Covered,"
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
3,new-delhi,1500,4,8,Resale,Furnished,East,"Garden/Park, Main Road",3,3,2,Open
3,new-delhi,1600,2,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
2,ahmedabad,875,2,10,Resale,Furnished,East,Main Road,2,2,1,Open
1,ghaziabad,378,15,15,Resale,Unfurnished,North,Pool,1,2,1,Covered
3,new-delhi,1250,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",2,1,1,Open
3,greater-noida,975,3,4,New Property,Semi-Furnished,North - East,Main Road,2,2,1,Covered
4,gurgaon,1700,2,2,Resale,Semi-Furnished,East,"Garden/Park, Main Road",4,4,1,Open
4,faridabad,2200,2,4,New Property,Semi-Furnished,North,"Garden/Park, Main Road",4,2,2,"Covered,"
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
3,new-delhi,1300,5,7,Resale,Semi-Furnished,East,Garden/Park,2,2,1,"Covered,"
2,sonipat,1100,5,11,Resale,Semi-Furnished,North,"Garden/Park, Main Road",2,3,1,"Covered,"
3,greater-noida,1300,3,7,Resale,Semi-Furnished,North - East,Garden/Park,3,3,1,Open
2,pune,700,6,6,Resale,Unfurnished,East,Main Road,1,2,1,"Covered,"
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
4,hyderabad,3600,2,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
1,surat,700,2,5,Resale,Unfurnished,North - East,"Garden/Park, Main Road",1,1,1,Open
3,hyderabad,1323,1,10,New Property,Unfurnished,East,"Garden/Park, Main Road",3,1,2,"Covered,"
2,faridabad,1250,6,14,Resale,Furnished,East,Main Road,2,2,1,Covered
2,ahmedabad,633,7,23,New Property,Unfurnished,North - East,Pool,2,0,1,Covered
3,mohali,1561,20,25,Resale,Semi-Furnished,North,"Garden/Park, Pool, Main Road",3,4,1,Covered
4,gurgaon,2358,1,4,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",4,2,2,"Covered,"
3,jaipur,980,0,5,New Property,Unfurnished,East,Main Road,2,2,1,Open
2,chennai,800,2,3,New Property,Unfurnished,North,Main Road,2,1,1,Covered
2,ghaziabad,1275,6,20,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",2,3,1,Covered
3,sonipat,1750,3,12,Resale,Furnished,South,"Garden/Park, Main Road",3,4,1,"Covered,"
3,gurgaon,1701,17,27,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,2,"Covered,"
1,guntur,1800,1,5,Resale,Semi-Furnished,West,Main Road,1,0,1,Open
4,hyderabad,3600,2,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
3,kolkata,2550,2,4,Resale,Semi-Furnished,East,Garden/Park,3,2,2,Covered
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
3,gurgaon,1300,5,13,New Property,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,1,"Covered,"
4,gurgaon,2358,1,4,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",4,2,2,"Covered,"
4,new-delhi,1700,5,5,Resale,Semi-Furnished,East,Garden/Park,3,3,1,"Covered,"
3,bangalore,1300,6,22,Resale,Semi-Furnished,East,"Garden/Park, Pool",3,1,2,Covered
3,gurgaon,1701,17,27,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,2,"Covered,"
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
3,gurgaon,1550,5,20,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,1,"Covered,"
2,bhiwadi,990,5,10,Resale,Semi-Furnished,East,"Garden/Park, Main Road",2,2,1,Covered
3,greater-noida,1600,10,23,Resale,Furnished,North - East,Garden/Park,3,3,1,Covered
4,ahmedabad,2623,7,13,New Property,Unfurnished,East,"Main Road, Garden/Park, Pool",4,1,2,Covered
4,gurgaon,1500,2,3,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,4,2,Open
4,new-delhi,1950,8,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
2,chennai,908,2,2,Resale,Semi-Furnished,South,Garden/Park,2,2,1,Covered
4,gurgaon,2700,15,18,Resale,Unfurnished,East,"Garden/Park, Pool",5,2,2,Covered
1,kolkata,558,12,23,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",1,1,1,Covered
3,gurgaon,1701,17,27,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,2,"Covered,"
3,gurgaon,1600,3,10,New Property,Semi-Furnished,East,"Garden/Park, Main Road",4,2,1,"Covered,"
3,faridabad,1200,3,3,New Property,Semi-Furnished,East,"Garden/Park, Main Road",2,2,1,Covered
2,bhiwadi,1370,11,15,Resale,Furnished,East,"Garden/Park, Pool, Main Road",2,2,1,Covered
3,new-delhi,1300,5,7,Resale,Semi-Furnished,East,Garden/Park,2,2,1,"Covered,"
2,bangalore,805,9,15,Resale,Unfurnished,North,Garden/Park,2,1,1,Covered
3,mumbai,842,6,21,New Property,Unfurnished,East,"Garden/Park, Main Road",3,0,1,Covered
3,new-delhi,1300,5,7,Resale,Semi-Furnished,East,Garden/Park,2,2,1,"Covered,"
3,new-delhi,1300,5,7,Resale,Semi-Furnished,East,Garden/Park,2,2,1,"Covered,"
3,bhiwadi,1650,2,2,Resale,Semi-Furnished,East,"Garden/Park, Main Road",3,3,2,Open
4,hyderabad,3600,1,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
4,greater-noida,2600,0,4,Resale,Furnished,North - East,"Garden/Park, Pool",5,4,2,Covered
3,thane,1012,10,18,Resale,Semi-Furnished,East,Garden/Park,3,1,2,Covered
4,bangalore,2041,29,35,Resale,Semi-Furnished,North,Main Road,4,2,1,Covered
3,new-delhi,1600,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
2,indore,934,4,9,New Property,Unfurnished,East,Garden/Park,2,2,1,Covered
2,mumbai,690,8,9,Resale,Semi-Furnished,East,Garden/Park,2,1,1,Open
3,jaipur,1086,3,6,New Property,Semi-Furnished,East,Main Road,3,2,1,Covered
2,ahmedabad,600,4,7,Resale,Unfurnished,East,Garden/Park,2,1,1,Covered
3,gurgaon,1701,17,27,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,2,"Covered,"
2,bangalore,950,12,14,Resale,Semi-Furnished,North - West,Garden/Park,2,2,1,Covered
3,gurgaon,1296,2,4,New Property,Semi-Furnished,East,"Garden/Park, Main Road",3,2,2,Covered
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
4,new-delhi,2027,2,4,New Property,Semi-Furnished,East,Garden/Park,4,2,2,"Covered,"
4,ahmedabad,1707,6,14,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",4,1,2,Covered
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
3,gurgaon,1985,10,30,Resale,Unfurnished,North - East,"Garden/Park, Pool",4,2,2,Covered
4,hyderabad,3600,1,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
3,new-delhi,1500,0,4,New Property,Semi-Furnished,East,Main Road,3,3,2,Covered
5,chennai,2800,14,19,Resale,Semi-Furnished,East,Main Road,5,2,2,Covered
3,new-delhi,1600,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,new-delhi,900,3,4,Resale,Semi-Furnished,North - West,Garden/Park,2,2,1,Covered
2,jaipur,732,3,6,New Property,Semi-Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
3,mohali,1350,8,19,Resale,Semi-Furnished,North - East,Main Road,3,4,1,Covered
3,faridabad,2559,2,4,New Property,Semi-Furnished,East,Main Road,3,2,1,Covered
3,bangalore,784,5,8,Resale,Unfurnished,East,Garden/Park,2,1,1,Covered
4,ahmedabad,1707,6,14,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",4,1,2,Covered
2,faridabad,900,1,4,New Property,Semi-Furnished,East,Garden/Park,2,2,1,Covered
2,kolkata,745,1,3,Resale,Furnished,North - East,Main Road,2,1,1,Covered
4,gurgaon,1500,2,3,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,4,2,Open
3,new-delhi,1300,5,7,Resale,Semi-Furnished,East,Garden/Park,2,2,1,"Covered,"
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
2,visakhapatnam,1000,3,5,Resale,Semi-Furnished,East,Main Road,2,2,1,"Covered,"
3,hyderabad,1700,4,5,Resale,Semi-Furnished,North,Garden/Park,3,2,1,Covered
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
3,jaipur,1100,2,3,Resale,Semi-Furnished,North - East,Main Road,3,1,1,Covered
3,jaipur,1058,3,6,New Property,Semi-Furnished,East,Main Road,3,2,1,Covered
3,chennai,1831,18,19,Resale,Unfurnished,North,"Pool, Main Road",3,3,1,Open
3,noida,1560,4,18,Resale,Semi-Furnished,East,"Garden/Park, Pool",2,5,1,Covered
3,zirakpur,550,3,4,Resale,Semi-Furnished,North,"Garden/Park, Main Road",2,2,1,"Covered,"
4,noida,3628,17,33,Resale,Semi-Furnished,East,"Garden/Park, Pool",4,2,1,Covered
3,coimbatore,1700,1,4,Resale,Semi-Furnished,East,Garden/Park,3,1,1,Covered
3,new-delhi,900,3,4,Resale,Semi-Furnished,North - West,Garden/Park,2,2,1,Covered
4,new-delhi,1950,8,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,gurgaon,1300,5,13,New Property,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,1,"Covered,"
3,new-delhi,900,3,4,Resale,Semi-Furnished,North - West,Garden/Park,2,2,1,Covered
3,mohali,1561,5,25,New Property,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,Covered
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
2,mohali,1250,1,2,New Property,Semi-Furnished,East,Main Road,2,2,1,Open
3,new-delhi,1350,3,10,Resale,Semi-Furnished,East,"Garden/Park, Main Road",2,3,1,"Covered,"
3,gurgaon,1550,5,20,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,1,"Covered,"
4,new-delhi,2200,2,4,New Property,Semi-Furnished,North - East,Garden/Park,4,4,2,"Covered,"
3,hyderabad,1117,2,5,New Property,Semi-Furnished,West,Main Road,2,2,1,Covered
2,bangalore,805,9,15,Resale,Unfurnished,North,Garden/Park,2,1,1,Covered
3,bangalore,2150,18,34,New Property,Semi-Furnished,East,"Main Road, Garden/Park",4,1,2,Covered
4,panchkula,2400,0,2,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",5,4,1,Open
4,panchkula,3000,2,4,New Property,Unfurnished,North,Garden/Park,4,2,2,"Covered,"
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
3,gurgaon,1550,5,20,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,1,"Covered,"
2,sonipat,1064,9,11,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",2,2,1,Covered
3,kolkata,1450,18,28,Resale,Furnished,North - East,Garden/Park,3,2,1,Covered
2,bangalore,805,9,15,Resale,Unfurnished,North,Garden/Park,2,1,1,Covered
3,jaipur,1560,1,4,New Property,Semi-Furnished,North - West,Main Road,3,2,1,Covered
3,new-delhi,1300,5,7,Resale,Semi-Furnished,East,Garden/Park,2,2,1,"Covered,"
3,kolkata,900,6,11,Resale,Unfurnished,South,Garden/Park,2,1,1,Open
3,new-delhi,1300,5,7,Resale,Semi-Furnished,East,Garden/Park,2,2,1,"Covered,"
3,ahmedabad,2610,8,12,Resale,Furnished,East,Garden/Park,3,0,2,Covered
3,chennai,882,4,16,New Property,Unfurnished,North,"Garden/Park, Pool",3,0,1,Covered
2,greater-noida,910,1,5,New Property,Semi-Furnished,East,Main Road,2,1,1,"Covered,"
3,jaipur,1058,3,6,New Property,Semi-Furnished,East,Main Road,3,2,1,Covered
3,hyderabad,1323,1,10,New Property,Unfurnished,East,"Garden/Park, Main Road",3,1,2,"Covered,"
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
3,faridabad,1400,1,4,New Property,Semi-Furnished,East,"Garden/Park, Main Road",3,2,1,"Covered,"
2,new-delhi,850,1,4,Resale,Semi-Furnished,East,Main Road,2,2,2,Open
4,new-delhi,1950,8,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
4,gurgaon,1500,2,3,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,4,2,Open
3,new-delhi,1600,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
4,vadodara,1619,11,12,Resale,Unfurnished,North - East,"Garden/Park, Pool, Main Road",4,2,2,Covered
5,chennai,2800,14,19,Resale,Semi-Furnished,East,Main Road,5,2,2,Covered
3,kolkata,2550,2,4,Resale,Semi-Furnished,East,Garden/Park,3,2,2,Covered
2,ahmedabad,900,2,5,Resale,Semi-Furnished,East,Main Road,2,1,1,Covered
3,gurgaon,1550,5,20,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,1,"Covered,"
2,greater-noida,971,20,20,New Property,Unfurnished,North - East,"Garden/Park, Pool, Main Road",2,3,1,Covered
3,gurgaon,975,4,19,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,2,1,Covered
3,new-delhi,1500,4,8,Resale,Furnished,East,"Garden/Park, Main Road",3,3,2,Open
4,ahmedabad,2049,9,12,New Property,Unfurnished,East,Garden/Park,4,1,2,Covered
3,mohali,1480,2,2,Resale,Semi-Furnished,East,"Garden/Park, Main Road",3,3,1,Open
2,hyderabad,1025,0,5,Resale,Furnished,East,Main Road,2,2,1,Covered
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
2,mohali,850,6,9,Resale,Semi-Furnished,North - East,Main Road,2,2,1,Covered
2,goa,947,3,3,Resale,Unfurnished,East,Garden/Park,2,1,1,Covered
2,hyderabad,956,5,5,Resale,Furnished,East,Garden/Park,2,1,1,Covered
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
4,gurgaon,2750,2,4,New Property,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,4,1,"Covered,"
2,kolkata,745,1,3,Resale,Furnished,North - East,Main Road,2,1,1,Covered
4,gurgaon,4583,9,30,New Property,Unfurnished,North - East,Garden/Park,5,4,2,Covered
2,mohali,850,2,19,Resale,Semi-Furnished,North - East,Main Road,2,2,1,Covered
4,gurgaon,2700,15,18,Resale,Unfurnished,East,"Garden/Park, Pool",5,2,2,Covered
3,mumbai,962,15,20,New Property,Unfurnished,East,"Garden/Park, Main Road",3,0,1,Covered
2,pune,650,8,22,Resale,Unfurnished,North - East,"Garden/Park, Pool, Main Road",2,2,1,Covered
3,gurgaon,1410,7,18,New Property,Semi-Furnished,East,"Pool, Garden/Park",3,4,1,Covered
3,new-delhi,1400,4,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",2,4,1,"Covered,"
2,lucknow,980,14,18,Resale,Semi-Furnished,East,Garden/Park,2,3,1,Covered
4,gurgaon,4583,9,30,New Property,Unfurnished,North - East,Garden/Park,5,4,2,Covered
4,gurgaon,2700,15,18,Resale,Unfurnished,East,"Garden/Park, Pool",5,2,2,Covered
2,visakhapatnam,860,0,4,New Property,Unfurnished,East,Main Road,2,1,1,Open
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
2,bangalore,805,9,15,Resale,Unfurnished,North,Garden/Park,2,1,1,Covered
4,new-delhi,2400,2,5,New Property,Semi-Furnished,North,Garden/Park,5,3,2,"Covered,"
2,jaipur,850,2,3,Resale,Semi-Furnished,North,Garden/Park,2,1,1,Covered
2,ahmedabad,900,2,5,Resale,Semi-Furnished,East,Main Road,2,1,1,Covered
3,chennai,1075,1,3,New Property,Unfurnished,North,Garden/Park,2,1,1,Covered
2,chennai,908,2,2,Resale,Semi-Furnished,South,Garden/Park,2,2,1,Covered
3,gurgaon,1470,4,4,New Property,Semi-Furnished,North - East,Garden/Park,3,3,1,Covered
3,faridabad,1000,0,3,Resale,Semi-Furnished,East,Garden/Park,2,1,1,Open
3,ranchi,1120,1,4,New Property,Unfurnished,South - East,Main Road,2,3,1,Covered
3,kanpur,1300,1,7,Resale,Unfurnished,North - East,Main Road,3,3,1,Covered
3,hyderabad,1590,5,5,Resale,Unfurnished,West,Garden/Park,3,3,2,Covered
4,gurgaon,1800,6,14,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,2,1,"Covered,"
4,ahmedabad,2623,7,13,New Property,Unfurnished,East,"Main Road, Garden/Park, Pool",4,1,2,Covered
3,gurgaon,1470,4,4,New Property,Semi-Furnished,North - East,Garden/Park,3,3,1,Covered
3,hyderabad,1700,4,5,Resale,Semi-Furnished,North,Garden/Park,3,2,1,Covered
3,new-delhi,1500,4,8,Resale,Furnished,East,"Garden/Park, Main Road",3,3,2,Open
2,chennai,922,2,3,New Property,Unfurnished,East,Main Road,2,1,1,Covered
2,guwahati,1000,6,7,Resale,Unfurnished,East,Main Road,2,2,2,Covered
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
2,new-delhi,1200,3,3,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",2,3,2,Open
2,bhiwadi,1050,4,12,Resale,Semi-Furnished,North - East,Garden/Park,2,2,1,Open
2,pune,705,2,3,Resale,Furnished,East,Garden/Park,2,1,1,Covered
3,jaipur,1250,2,2,Resale,Unfurnished,West,Main Road,3,2,2,"Covered,"
4,ahmedabad,1707,6,14,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",4,1,2,Covered
4,gurgaon,4583,9,30,New Property,Unfurnished,North - East,Garden/Park,5,4,2,Covered
3,sonipat,1515,4,11,New Property,Unfurnished,North,Garden/Park,3,4,1,Covered
3,chennai,1068,3,5,New Property,Unfurnished,North,Garden/Park,3,1,1,Covered
3,new-delhi,1400,4,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",2,4,1,"Covered,"
3,gurgaon,1776,8,14,Resale,Semi-Furnished,South,"Garden/Park, Pool",3,3,1,Covered
5,ghaziabad,2300,1,4,Resale,Furnished,East,Main Road,4,2,1,"Covered,"
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
3,surat,1150,12,14,Resale,Unfurnished,North,Garden/Park,3,2,1,Open
2,mumbai,435,9,21,New Property,Furnished,North - East,"Garden/Park, Main Road",2,0,1,Covered
3,ghaziabad,1600,21,23,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,0,1,Covered
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
2,pune,700,3,11,New Property,Unfurnished,East,Garden/Park,2,1,1,Covered
3,new-delhi,1600,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
2,mumbai,750,4,7,Resale,Semi-Furnished,East,Garden/Park,2,1,1,Covered
2,bangalore,805,9,15,Resale,Unfurnished,North,Garden/Park,2,1,1,Covered
4,hyderabad,3600,2,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
2,greater-noida,900,14,22,Resale,Semi-Furnished,North - West,"Garden/Park, Pool, Main Road",2,3,1,"Covered,"
3,new-delhi,1400,4,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",2,4,1,"Covered,"
2,kolkata,745,1,3,Resale,Furnished,North - East,Main Road,2,1,1,Covered
4,gurgaon,4583,9,30,New Property,Unfurnished,North - East,Garden/Park,5,4,2,Covered
4,hyderabad,3600,2,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
3,patna,1250,3,6,Resale,Unfurnished,West,"Garden/Park, Main Road",3,0,1,Covered
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
3,new-delhi,1600,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,1,"Covered,"
3,kolkata,1450,18,28,Resale,Furnished,North - East,Garden/Park,3,2,1,Covered
3,bangalore,900,10,14,Resale,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
3,kolkata,1450,18,28,Resale,Furnished,North - East,Garden/Park,3,2,1,Covered
2,new-delhi,850,1,4,Resale,Semi-Furnished,East,Main Road,2,2,2,Open
1,pune,460,11,12,Resale,Furnished,North - East,Main Road,1,1,1,Covered
2,faridabad,600,2,14,Resale,Semi-Furnished,East,Main Road,2,1,1,Covered
3,gurgaon,1550,5,20,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,1,"Covered,"
3,new-delhi,1300,5,7,Resale,Semi-Furnished,East,Garden/Park,2,2,1,"Covered,"
2,visakhapatnam,700,4,5,Resale,Furnished,South,Main Road,2,1,1,Covered
3,bangalore,2790,8,20,New Property,Unfurnished,East,Garden/Park,3,2,3,Covered
4,bangalore,3100,4,21,New Property,Unfurnished,North,"Garden/Park, Pool, Main Road",4,2,1,Covered
0,greater-noida,350,4,5,New Property,Furnished,North - East,"Garden/Park, Pool, Main Road",1,2,1,Covered
3,new-delhi,1350,0,7,Resale,Semi-Furnished,North,"Garden/Park, Main Road",2,2,1,"Covered,"
3,new-delhi,900,3,4,Resale,Semi-Furnished,North - West,Garden/Park,2,2,1,Covered
3,new-delhi,1600,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
2,navi-mumbai,850,18,23,Resale,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",2,3,1,Covered
3,kochi,2200,5,14,New Property,Semi-Furnished,East,Main Road,4,1,1,Covered
2,raipur,550,2,10,New Property,Furnished,East,"Garden/Park, Pool, Main Road",2,1,1,Covered
2,thane,622,10,14,New Property,Unfurnished,South -West,"Garden/Park, Main Road",2,1,1,Open
4,gurgaon,3200,20,30,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,5,4,"Covered,"
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,greater-noida,1050,3,4,New Property,Semi-Furnished,North - East,Garden/Park,3,3,1,Covered
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
